claim_id,age,policy_tenure_years,claim_amount,annual_premium,num_claims_history,days_to_report,incident_severity,insurance_type,incident_type,police_report_filed,witnesses,vehicle_age_years,deductible_amount,customer_region,fraud_flag
CLM104254,40,10.4,9555.84,5894.53,13,13,Minor,Auto,Accident,1,1,16,500,Central,0
CLM104255,19,8.4,13541.46,3940.43,12,41,Total Loss,Health,Natural,0,1,16,1500,Central,0
CLM104256,67,8.4,3472.3142810970517,3825.3,9,90,Major,Health,Fire,0,2,13,2500,West,1
CLM104257,67,4.9,70207.68,5034.22,11,47,Moderate,Property,Natural,0,4,16,2000,South,0
CLM104258,28,0.8,13230.55,1679.48,3,23,Major,Life,Medical,1,3,18,500,South,0
CLM104259,48,11.7,1537.44,7236.15,12,64,Moderate,Life,Medical,1,3,2,1000,East,0
CLM104260,50,4.6,14373.15,3988.32,12,16,Major,Property,Accident,0,1,3,1000,East,0
CLM104261,31,4.6,23297.334223524107,3248.95,13,60,Total Loss,Property,Fire,0,1,10,2500,Central,1
CLM104262,33,2.9,1364.97,1450.18,6,27,Total Loss,Life,Natural,1,3,15,500,West,0
CLM104263,28,4.2,39740.19,1759.66,2,32,Major,Life,Natural,1,0,12,2500,North,0
CLM104264,50,1.1,1159.35,7402.7,3,23,Minor,Auto,Theft,1,2,17,500,East,0
CLM104265,24,13.6,13936.69,3924.63,2,69,Moderate,Life,Accident,1,0,10,2000,South,0
CLM104266,48,8.3,49970.16,5916.38,14,84,Minor,Auto,Medical,1,4,10,1000,East,0
CLM104267,65,11.4,5069.35,1103.87,14,3,Minor,Auto,Theft,1,0,8,1500,West,0
CLM104268,63,12.9,15919.79003423615,5325.98,3,52,Major,Auto,Medical,1,0,1,2500,South,1
CLM104269,64,19.5,2435.8152164260487,7411.39,8,43,Moderate,Auto,Medical,1,4,2,2000,West,1
CLM104270,31,1.8,2029.82,2749.73,6,35,Moderate,Health,Natural,1,2,13,1000,South,0
CLM104271,45,8.6,3104.232287930112,4843.55,8,90,Total Loss,Property,Medical,1,3,15,2000,East,1
CLM104272,70,5.3,26944.98,7551.64,4,72,Major,Property,Fire,1,0,7,1500,West,0
CLM104273,60,9.8,28185.95,5894.92,7,30,Major,Life,Medical,0,2,15,500,Central,0
CLM104274,33,18.4,20457.78,967.44,8,3,Major,Property,Fire,1,4,3,500,South,0
CLM104275,36,14.6,7525.22,3340.53,6,83,Total Loss,Property,Medical,0,2,8,2000,West,0
CLM104276,34,13.4,26826.88,1143.3,9,7,Total Loss,Health,Theft,0,0,3,2000,West,0
CLM104277,43,9.1,12640.58,6959.88,13,26,Moderate,Auto,Natural,1,3,12,2500,North,0
CLM104278,23,13.6,6442.77,5162.47,0,35,Total Loss,Auto,Theft,1,4,1,2000,North,0
CLM104279,60,1.1,9624.51,7672.86,10,8,Major,Auto,Natural,0,4,17,500,East,0
CLM104280,66,11.9,2020.45,648.17,13,42,Major,Property,Theft,0,0,4,2000,Central,0
CLM104281,26,11.3,44481.45,3673.16,2,23,Minor,Property,Accident,1,2,16,1000,Central,0
CLM104282,67,7.3,15478.92,1282.73,10,36,Total Loss,Life,Medical,0,3,9,1000,West,0
CLM104283,34,4.4,20708.72,3128.66,4,40,Major,Health,Medical,1,4,3,500,West,0
CLM104284,48,16.2,17932.21,1714.15,2,25,Major,Health,Accident,1,0,5,2000,West,0
CLM104285,29,1.6,17528.01,2965.95,14,3,Moderate,Life,Accident,1,0,9,2000,South,0
CLM104286,40,1.9,2820.7291756475324,6644.47,5,39,Total Loss,Life,Fire,1,1,16,2000,East,1
CLM104287,71,9.1,12178.34,1705.24,1,19,Major,Life,Theft,1,1,4,1000,East,0
CLM104288,71,5.4,26865.18,4052.49,7,44,Moderate,Auto,Medical,1,2,6,500,North,0
CLM104289,22,15.0,4635.836495059905,7411.87,9,90,Minor,Auto,Fire,0,0,4,2500,West,1
CLM104290,60,12.9,47910.07,7990.84,12,68,Minor,Auto,Medical,1,2,7,1000,West,0
CLM104291,53,15.6,9278.87,2379.81,9,51,Moderate,Auto,Accident,1,2,0,500,South,0
CLM104292,53,6.8,6135.15,7516.76,2,63,Total Loss,Life,Fire,1,3,1,500,West,0
CLM104293,20,14.9,24627.25572508513,2460.42,7,37,Major,Life,Fire,1,1,15,2500,West,1
CLM104294,41,17.3,25232.91,3601.46,13,79,Total Loss,Life,Fire,1,2,7,1500,East,0
CLM104295,72,7.2,10658.36,7084.43,12,71,Moderate,Auto,Theft,1,3,14,2500,West,0
CLM104296,74,7.1,16539.03,6396.32,2,75,Major,Auto,Fire,0,3,10,2500,South,0
CLM104297,34,18.0,11394.64,6931.16,12,24,Major,Property,Medical,1,1,15,500,South,0
CLM104298,56,1.5,15965.45,6501.93,3,66,Major,Life,Theft,0,1,6,1500,Central,0
CLM104299,43,7.3,3228.04,2262.96,7,25,Total Loss,Health,Medical,1,0,16,1500,Central,0
CLM104300,21,2.8,1591.46,4690.96,8,80,Total Loss,Health,Fire,1,2,2,2000,North,0
CLM104301,72,1.1,8359.634257478623,3389.38,11,63,Moderate,Property,Fire,1,3,14,2500,South,1
CLM104302,62,2.7,6049.68,3947.83,8,51,Minor,Auto,Medical,0,0,3,2500,South,0
CLM104303,29,8.9,5382.5,1654.67,13,62,Moderate,Life,Natural,1,2,2,1500,East,0
CLM104304,18,13.9,41035.787379411915,2868.26,11,90,Major,Auto,Fire,1,2,10,1500,Central,1
CLM104305,38,6.1,10129.04,6932.35,6,44,Moderate,Auto,Fire,0,0,1,1500,North,0
CLM104306,36,17.1,1593.78,7231.69,6,57,Minor,Health,Theft,0,3,6,500,East,0
CLM104307,38,9.0,1532.32,5076.15,7,37,Moderate,Health,Medical,0,0,14,500,East,0
CLM104308,69,19.4,7032.941892675987,4237.0,16,59,Minor,Life,Fire,1,2,13,500,Central,1
CLM104309,35,19.1,7533.02,5846.3,9,45,Minor,Life,Medical,1,0,6,2500,East,0
CLM104310,60,15.6,1093.03,5066.4,11,70,Major,Auto,Theft,1,0,16,1500,Central,0
CLM104311,69,18.7,23577.368065378563,7877.56,15,38,Minor,Auto,Medical,1,2,9,500,South,1
CLM104312,20,14.3,7710.01,1925.67,2,5,Total Loss,Property,Medical,1,1,17,2000,South,0
CLM104313,66,18.0,24861.22344654022,3867.84,10,28,Moderate,Auto,Theft,1,3,13,1500,Central,1
CLM104314,61,5.1,45552.31205477303,7386.8,4,59,Moderate,Property,Fire,1,2,5,1500,West,1
CLM104315,49,7.2,5334.7,7360.53,12,78,Total Loss,Auto,Medical,0,1,18,1500,West,0
CLM104316,27,15.2,3563.31,4215.1,14,89,Total Loss,Auto,Natural,1,0,9,500,North,0
CLM104317,57,8.8,5887.06,1511.07,5,32,Major,Auto,Fire,0,1,16,1000,West,0
CLM104318,32,16.8,1026.47,6612.18,1,78,Moderate,Life,Theft,0,2,18,2000,North,0
CLM104319,22,17.6,2917.72,4888.74,6,61,Total Loss,Life,Accident,1,2,19,2000,Central,0
CLM104320,21,6.3,21844.32,6298.75,12,62,Major,Life,Natural,1,0,16,1000,Central,0
CLM104321,45,16.6,14297.699839618432,3968.93,7,74,Moderate,Property,Fire,1,2,13,2000,Central,1
CLM104322,70,3.5,78508.37,2029.13,10,38,Moderate,Property,Theft,1,4,6,500,North,0
CLM104323,69,7.0,3755.81,679.92,9,59,Total Loss,Life,Natural,0,1,18,1500,East,0
CLM104324,68,10.6,69396.09249389802,4693.54,7,90,Minor,Property,Fire,1,4,6,1000,North,1
CLM104325,70,4.9,37197.38511272779,1707.85,11,90,Minor,Life,Accident,1,4,11,1500,East,1
CLM104326,21,11.8,6832.04,1903.53,1,23,Total Loss,Health,Fire,1,1,5,2000,South,0
CLM104327,32,11.8,12608.094368489643,3772.29,5,65,Minor,Life,Accident,1,2,7,2500,South,1
CLM104328,34,4.5,13436.28,3815.58,4,32,Moderate,Health,Accident,1,1,8,2000,East,0
CLM104329,61,16.0,65789.85875179504,2557.9,11,88,Major,Auto,Medical,1,0,17,2000,East,1
CLM104330,20,12.8,8320.97,1489.42,14,73,Major,Property,Theft,1,4,9,1000,West,0
CLM104331,27,6.7,1946.97,7587.15,8,6,Total Loss,Property,Medical,0,4,15,1500,East,0
CLM104332,64,5.0,8036.12,1487.3,6,45,Major,Life,Accident,1,2,16,1000,East,0
CLM104333,59,17.6,4484.9,3130.79,13,61,Total Loss,Auto,Theft,0,1,0,500,Central,0
CLM104334,73,16.8,43004.21,2786.51,8,0,Minor,Auto,Theft,0,3,6,1500,North,0
CLM104335,40,5.0,18923.92,6997.53,3,78,Moderate,Auto,Theft,1,2,8,500,East,0
CLM104336,35,1.2,1782.55,3575.47,2,64,Minor,Auto,Natural,1,2,11,500,Central,0
CLM104337,18,16.2,10842.804619322322,1430.33,12,63,Total Loss,Property,Fire,1,2,0,1000,East,1
CLM104338,52,12.5,1772.81,576.96,3,83,Moderate,Life,Accident,1,1,9,2000,West,0
CLM104339,70,2.5,27580.82,5914.62,14,54,Moderate,Life,Theft,1,2,9,2500,East,0
CLM104340,48,12.0,36514.28,5858.76,6,65,Moderate,Health,Natural,0,0,9,2000,East,0
CLM104341,61,9.3,2786.48,3633.38,7,66,Minor,Property,Natural,1,0,6,2000,Central,0
CLM104342,18,15.6,25592.67251002162,1447.31,4,90,Moderate,Health,Accident,1,4,14,1500,East,1
CLM104343,20,4.6,64215.02521360179,3287.25,10,80,Minor,Auto,Medical,0,4,9,1000,Central,1
CLM104344,20,9.3,3353.52,4924.12,4,62,Minor,Life,Natural,1,1,15,1500,North,0
CLM104345,54,3.5,6177.63,5779.57,12,53,Moderate,Health,Accident,0,3,15,2500,Central,0
CLM104346,36,19.2,6442.0,1086.8,8,51,Total Loss,Property,Natural,1,4,19,1000,North,0
CLM104347,46,15.7,1457.79,4672.31,12,53,Moderate,Life,Accident,1,4,0,2000,East,0
CLM104348,42,14.9,2855.22149702584,2570.93,18,90,Moderate,Property,Theft,1,4,10,500,North,1
CLM104349,50,14.0,46798.14,5129.5,14,36,Minor,Life,Medical,1,4,18,2000,South,0
CLM104350,53,8.8,13697.71,5361.05,12,11,Moderate,Property,Natural,0,2,17,2000,South,0
CLM104351,46,18.5,6493.27,7329.53,2,58,Total Loss,Property,Natural,1,4,2,1000,Central,0
CLM104352,43,1.9,8138.51,3577.84,11,19,Moderate,Life,Natural,0,1,14,2000,West,0
CLM104353,21,16.2,30272.819561946886,4531.93,8,90,Total Loss,Property,Fire,1,2,5,2500,East,1
CLM104354,66,4.7,7847.84,2511.61,14,85,Major,Property,Fire,1,2,9,2000,South,0
CLM104355,31,6.8,4876.91,2649.18,9,31,Major,Auto,Theft,0,1,2,500,West,0
CLM104356,67,10.6,2611.06,845.25,11,70,Major,Life,Natural,1,3,9,1000,Central,0
CLM104357,44,15.8,20580.84,2645.52,4,85,Moderate,Health,Medical,1,4,15,2500,North,0
CLM104358,50,16.9,3987.1,978.72,1,43,Minor,Life,Fire,1,0,3,1000,East,0
CLM104359,39,11.9,2082.89,7729.37,1,65,Total Loss,Life,Accident,1,3,0,500,North,0
CLM104360,65,8.4,9351.85,5181.97,3,77,Major,Auto,Accident,1,4,17,1500,East,0
CLM104361,20,19.0,1605.63,1798.61,11,54,Total Loss,Health,Accident,1,0,3,2500,South,0
CLM104362,40,5.3,51285.28,1375.75,3,15,Minor,Health,Theft,1,2,4,500,West,0
CLM104363,38,16.2,15804.44,3275.92,14,87,Total Loss,Health,Natural,1,2,3,1500,Central,0
CLM104364,58,12.4,3485.45,2807.35,6,70,Total Loss,Property,Natural,1,2,18,500,East,0
CLM104365,40,7.8,3839.36,2594.41,13,67,Major,Property,Fire,1,4,19,1500,South,0
CLM104366,21,0.5,13653.57,4011.47,11,51,Total Loss,Property,Accident,0,1,18,1500,Central,0
CLM104367,38,9.2,7614.03,7346.55,13,36,Major,Health,Theft,0,2,2,1000,East,0
CLM104368,54,5.9,23326.02,4760.38,0,45,Minor,Life,Medical,1,2,19,2000,South,0
CLM104369,60,2.5,12838.48,4409.24,10,40,Major,Life,Natural,0,2,12,2000,Central,0
CLM104370,48,2.0,9519.77,6549.11,5,4,Total Loss,Health,Natural,0,4,19,500,North,0
CLM104371,38,7.3,50444.56,530.18,10,65,Minor,Health,Theft,0,0,17,1500,West,0
CLM104372,43,12.5,8432.38,1980.39,12,4,Moderate,Auto,Fire,1,3,5,2000,West,0
CLM104373,58,16.8,8677.67,4221.39,8,62,Moderate,Property,Theft,0,2,19,500,North,0
CLM104374,52,4.1,17439.0,5789.82,1,2,Minor,Property,Fire,0,3,5,500,West,0
CLM104375,55,8.8,25869.86,4137.71,11,7,Minor,Property,Natural,1,1,5,2500,West,0
CLM104376,41,8.1,15761.12,1727.87,4,25,Total Loss,Auto,Fire,1,1,16,1000,East,0
CLM104377,28,10.5,34944.11758582088,7474.87,12,90,Moderate,Auto,Fire,1,1,16,1000,South,1
CLM104378,58,16.3,8000.49,2964.99,14,52,Minor,Auto,Fire,1,2,4,1500,North,0
CLM104379,46,11.3,10794.39,6411.62,10,75,Moderate,Health,Fire,1,3,16,2000,South,0
CLM104380,64,17.0,4291.66,7185.6,9,83,Moderate,Auto,Accident,1,0,8,1500,West,0
CLM104381,72,10.6,18103.07,3098.37,3,28,Total Loss,Life,Accident,0,4,19,2000,South,0
CLM104382,20,12.3,4754.87,6839.84,3,13,Minor,Health,Accident,1,3,1,2000,Central,0
CLM104383,18,9.0,1018.86,5830.8,7,4,Major,Health,Accident,1,4,18,2000,North,0
CLM104384,69,16.6,65849.81765479853,7282.11,19,49,Minor,Property,Theft,0,3,8,2000,North,1
CLM104385,71,18.5,6479.58,2384.83,5,67,Moderate,Property,Medical,1,2,7,2000,North,0
CLM104386,36,13.0,10754.598673744049,7484.58,11,59,Major,Auto,Fire,1,0,18,2500,East,1
CLM104387,63,16.5,5682.63,989.8,10,2,Major,Life,Theft,1,2,12,2500,South,0
CLM104388,66,1.7,7017.19,6452.53,11,29,Moderate,Health,Accident,1,1,3,2000,South,0
CLM104389,39,18.2,10652.4,3767.49,8,8,Major,Health,Fire,0,0,5,500,East,0
CLM104390,31,4.2,2078.11,1834.17,12,0,Major,Health,Medical,1,3,3,500,North,0
CLM104391,66,5.5,1811.67,1095.52,2,22,Minor,Property,Fire,1,2,10,1000,East,0
CLM104392,74,1.5,6198.98,3421.61,10,66,Moderate,Property,Natural,1,4,9,2000,East,0
CLM104393,31,19.3,6259.67,3419.93,1,31,Total Loss,Life,Natural,1,2,15,500,West,0
CLM104394,61,17.1,6777.529525461371,2224.68,8,90,Major,Property,Theft,0,2,17,1000,North,1
CLM104395,33,18.3,15992.089285317134,2116.37,20,15,Moderate,Life,Medical,1,3,18,500,Central,1
CLM104396,50,17.0,6011.73,3496.36,7,76,Minor,Property,Theft,0,3,11,1000,West,0
CLM104397,30,9.9,1396.02,3575.85,12,48,Minor,Life,Fire,1,1,13,1500,North,0
CLM104398,55,18.5,33536.66,3817.74,8,14,Minor,Property,Medical,1,0,17,500,North,0
CLM104399,66,19.4,33575.86,7015.7,9,57,Major,Property,Theft,0,2,19,2000,North,0
CLM104400,29,10.3,4520.32,5084.41,4,52,Total Loss,Auto,Fire,0,4,0,2000,South,0
CLM104401,72,3.9,3666.68,653.25,7,29,Minor,Auto,Accident,1,3,12,2500,North,0
CLM104402,68,13.3,12887.64,4393.24,13,75,Total Loss,Auto,Fire,1,3,2,1500,North,0
CLM104403,55,19.5,15944.36,6218.38,10,39,Moderate,Life,Theft,0,1,13,1500,Central,0
CLM104404,56,17.5,87468.35824018455,923.11,13,72,Minor,Life,Medical,1,0,17,500,North,1
CLM104405,50,17.3,8106.52,3669.56,11,62,Major,Life,Medical,1,1,18,1000,East,0
CLM104406,50,18.7,29909.638973456764,3884.08,19,66,Minor,Life,Accident,1,3,0,2500,North,1
CLM104407,46,17.9,32578.29,7655.15,11,67,Major,Auto,Theft,0,4,14,1500,North,0
CLM104408,22,15.6,9966.29,4067.63,12,6,Moderate,Health,Accident,1,1,15,1500,North,0
CLM104409,23,14.5,2957.54,6124.25,8,46,Total Loss,Property,Natural,1,2,9,2000,South,0
CLM104410,48,5.7,8108.9,2771.77,3,42,Total Loss,Property,Fire,0,3,19,2000,West,0
CLM104411,33,12.6,3202.58,6344.8,14,15,Total Loss,Life,Natural,1,3,3,1000,South,0
CLM104412,48,10.7,1251.69,2919.97,12,21,Minor,Auto,Natural,1,1,10,500,Central,0
CLM104413,42,17.3,21887.89,3725.18,9,62,Minor,Health,Accident,1,4,15,1000,Central,0
CLM104414,65,10.1,5085.47,4096.12,2,45,Moderate,Auto,Accident,1,1,4,500,East,0
CLM104415,63,3.0,1030.14,7447.72,8,44,Total Loss,Property,Fire,1,4,18,2500,East,0
CLM104416,50,0.6,31886.63,900.9,7,40,Moderate,Life,Accident,1,3,10,1500,Central,0
CLM104417,30,13.7,9799.11,1976.5,14,24,Major,Life,Accident,1,1,17,1000,West,0
CLM104418,69,11.2,5094.07,5793.07,6,49,Minor,Auto,Accident,0,0,14,500,West,0
CLM104419,27,7.0,5573.24,4831.83,0,66,Total Loss,Life,Accident,0,1,1,2500,Central,0
CLM104420,41,3.8,5127.17,2386.49,1,51,Minor,Health,Accident,0,1,12,1000,North,0
CLM104421,27,9.6,11451.28061603926,2669.01,12,90,Total Loss,Property,Natural,1,0,11,1500,South,1
CLM104422,58,2.5,28604.12,3254.82,4,30,Total Loss,Health,Natural,0,0,13,2500,South,0
CLM104423,48,7.1,3800.94,3877.6,0,36,Minor,Auto,Fire,0,2,0,2000,North,0
CLM104424,30,7.9,13378.07,6635.2,8,21,Minor,Property,Medical,0,0,11,1500,West,0
CLM104425,20,9.6,2207.1,603.62,0,26,Moderate,Health,Fire,1,4,12,2000,South,0
CLM104426,67,9.6,45793.08,7235.15,7,1,Minor,Health,Theft,1,2,2,2500,South,0
CLM104427,69,5.5,14869.15,3597.7,4,21,Minor,Health,Fire,1,4,2,2500,East,0
CLM104428,51,17.1,36019.27,2228.73,13,52,Minor,Property,Fire,1,2,0,2000,West,0
CLM104429,66,7.4,8609.42,4313.1,10,16,Major,Property,Accident,0,2,10,500,Central,0
CLM104430,45,5.0,25964.12,5447.53,11,55,Major,Life,Accident,1,4,3,2500,Central,0
CLM104431,36,3.9,29826.77,835.64,5,83,Major,Auto,Accident,0,3,10,1000,North,0
CLM104432,40,6.8,19207.79,5868.33,0,87,Moderate,Life,Medical,1,3,1,1000,South,0
CLM104433,62,1.8,4251.0865658333305,6205.71,6,58,Moderate,Auto,Accident,1,1,18,2500,Central,1
CLM104434,49,1.1,1243.16,1746.37,6,42,Total Loss,Property,Theft,1,3,11,2000,North,0
CLM104435,30,12.3,3768.94,1759.11,1,71,Moderate,Health,Natural,0,1,12,2000,East,0
CLM104436,50,12.6,2885.09,2028.38,4,52,Minor,Life,Theft,0,3,16,1500,West,0
CLM104437,51,10.8,20372.27,6474.72,10,4,Total Loss,Property,Medical,0,1,18,2000,South,0
CLM104438,50,15.4,22231.566156585497,2540.02,12,33,Minor,Property,Accident,1,1,3,500,South,1
CLM104439,73,1.3,12196.66,6469.52,4,58,Total Loss,Property,Fire,0,0,5,500,North,0
CLM104440,22,18.8,12153.430430673598,4553.93,16,19,Moderate,Life,Natural,1,1,2,1000,South,1
CLM104441,73,2.4,9845.006483549272,6253.78,6,68,Major,Property,Medical,0,4,10,2500,West,1
CLM104442,20,13.6,4470.43,4652.55,10,66,Minor,Auto,Theft,1,4,11,1000,Central,0
CLM104443,24,3.1,8669.31,3018.27,12,83,Total Loss,Auto,Accident,1,1,11,2500,North,0
CLM104444,41,17.7,21214.37,7330.36,5,72,Major,Health,Medical,0,4,17,1000,West,0
CLM104445,39,10.5,9926.022348133878,5864.72,13,29,Minor,Life,Medical,1,3,13,2500,South,1
CLM104446,62,2.1,18990.4,4130.41,9,57,Minor,Life,Fire,1,4,10,2500,Central,0
CLM104447,40,12.5,11144.7,5280.71,13,46,Major,Life,Fire,1,0,16,1000,West,0
CLM104448,47,0.7,33499.96,5118.83,10,4,Moderate,Life,Fire,1,4,15,1500,Central,0
CLM104449,35,15.6,4977.36,3185.87,9,60,Major,Life,Theft,1,3,2,500,Central,0
CLM104450,49,13.2,9990.94,3678.29,10,55,Moderate,Property,Fire,1,3,3,2000,North,0
CLM104451,73,4.6,2524.92,2886.93,7,34,Total Loss,Property,Medical,1,1,7,500,South,0
CLM104452,70,7.8,11819.76215970367,7996.39,18,49,Moderate,Auto,Medical,1,2,10,2000,East,1
CLM104453,24,0.7,25966.680522535156,4850.48,5,55,Total Loss,Life,Medical,0,3,12,2500,East,1
CLM104454,50,14.0,54025.07067233095,1190.41,16,90,Total Loss,Life,Natural,1,1,11,1000,East,1
CLM104455,22,6.8,4311.14,4393.3,3,63,Total Loss,Life,Natural,1,1,4,1000,West,0
CLM104456,66,11.6,4690.28,874.71,9,78,Total Loss,Auto,Theft,1,4,15,2000,East,0
CLM104457,45,19.2,15977.89,2664.89,3,10,Minor,Life,Fire,0,4,0,1000,South,0
CLM104458,25,6.3,8230.12,3844.71,1,61,Total Loss,Life,Medical,0,1,8,1000,East,0
CLM104459,32,19.8,10869.45,4507.03,14,79,Minor,Property,Fire,1,0,13,1000,Central,0
CLM104460,69,12.8,28130.67,7821.36,6,46,Minor,Auto,Medical,1,1,7,500,Central,0
CLM104461,21,5.2,11369.73,7866.66,11,69,Total Loss,Property,Natural,0,4,2,1000,Central,0
CLM104462,51,9.0,40914.82184183289,1235.52,10,90,Moderate,Health,Medical,0,3,6,1500,East,1
CLM104463,22,14.9,17040.54,4536.0,3,57,Moderate,Life,Theft,1,0,3,2000,South,0
CLM104464,50,9.2,25414.94,6628.32,14,9,Major,Health,Accident,0,2,14,500,South,0
CLM104465,74,1.8,16247.45,2282.85,14,15,Minor,Life,Medical,1,3,11,500,East,0
CLM104466,22,3.8,2005.08,6129.22,12,11,Minor,Health,Theft,0,4,8,2500,South,0
CLM104467,55,15.9,7282.2,7089.64,11,70,Moderate,Property,Natural,0,3,17,2500,East,0
CLM104468,51,13.1,146961.77084971705,5468.66,14,90,Minor,Auto,Natural,0,3,12,1000,South,1
CLM104469,43,11.6,6682.258228812751,2957.78,8,68,Moderate,Health,Accident,0,4,2,500,North,1
CLM104470,18,3.8,27809.506807629394,7423.49,8,31,Major,Property,Fire,1,3,6,500,North,1
CLM104471,21,16.8,82816.5721765696,7126.4,13,76,Total Loss,Health,Fire,0,1,18,1000,South,1
CLM104472,56,19.2,14248.59,5868.69,8,69,Total Loss,Health,Medical,0,0,7,2000,Central,0
CLM104473,71,1.3,7984.68,3227.51,3,61,Total Loss,Auto,Natural,1,4,10,500,North,0
CLM104474,43,2.0,2254.45,6439.22,8,82,Major,Property,Theft,0,0,4,2500,West,0
CLM104475,50,17.8,7733.38,2870.82,0,71,Minor,Auto,Accident,0,1,15,1000,East,0
CLM104476,50,16.4,4014.63,2397.15,10,61,Major,Life,Fire,0,4,2,500,West,0
CLM104477,25,12.5,49610.23,4362.6,8,49,Minor,Auto,Medical,1,1,0,2500,South,0
CLM104478,37,18.9,19830.67,7978.51,14,76,Minor,Auto,Medical,1,2,9,1500,South,0
CLM104479,33,13.1,21757.45,6532.41,0,53,Total Loss,Health,Natural,1,2,9,500,Central,0
CLM104480,38,4.7,9589.7,5973.45,14,53,Moderate,Health,Theft,1,2,15,1000,North,0
CLM104481,62,14.7,2747.41,3890.1,6,27,Moderate,Health,Theft,1,0,10,2500,North,0
CLM104482,72,13.1,5653.34,2839.63,5,50,Total Loss,Property,Fire,1,2,18,500,West,0
CLM104483,73,19.7,5510.72,6919.26,6,73,Minor,Auto,Medical,1,2,19,2500,North,0
CLM104484,43,4.7,11005.74,4758.0,8,32,Major,Life,Natural,0,1,12,1000,South,0
CLM104485,40,12.2,10270.03,6599.41,9,0,Total Loss,Health,Theft,1,3,14,500,Central,0
CLM104486,35,15.7,9521.74,4158.15,3,84,Total Loss,Life,Medical,1,3,9,1000,East,0
CLM104487,48,7.1,11277.01,6154.68,11,68,Major,Auto,Theft,0,2,3,2000,West,0
CLM104488,69,7.9,66168.75,7008.06,8,0,Minor,Auto,Accident,0,3,18,500,West,0
CLM104489,59,17.8,6314.89,3435.43,2,54,Total Loss,Auto,Theft,1,2,14,500,East,0
CLM104490,29,8.4,15328.17,601.77,9,84,Total Loss,Life,Theft,0,2,5,2500,South,0
CLM104491,18,12.7,5106.84,2411.95,10,88,Minor,Life,Medical,1,0,16,500,West,0
CLM104492,59,17.8,10427.43,7361.86,10,83,Major,Life,Theft,0,4,12,2000,North,0
CLM104493,26,4.6,4348.08,5656.57,8,44,Major,Auto,Theft,1,3,19,2500,North,0
CLM104494,20,19.6,13253.21,6029.14,12,72,Moderate,Auto,Accident,0,2,16,2500,North,0
CLM104495,68,14.2,5618.51,2939.66,0,79,Moderate,Health,Theft,1,3,14,1500,Central,0
CLM104496,43,10.2,1562.24,5759.55,13,39,Major,Property,Theft,1,0,6,500,East,0
CLM104497,26,8.9,26332.99,5347.12,4,60,Moderate,Life,Medical,1,0,10,1500,South,0
CLM104498,59,19.1,3058.88,1837.8,14,35,Moderate,Property,Natural,1,2,17,2000,North,0
CLM104499,68,4.5,7883.91,7765.18,9,23,Minor,Life,Accident,1,3,19,500,North,0
CLM104500,33,6.6,10727.7,3155.19,4,79,Total Loss,Life,Theft,1,3,18,1500,Central,0
CLM104501,41,6.5,9497.19,2969.65,0,13,Moderate,Property,Natural,0,3,7,1500,North,0
CLM104502,67,6.1,20401.12,3268.71,0,87,Moderate,Property,Medical,0,0,17,2500,Central,0
CLM104503,31,9.6,14623.97,1187.9,2,74,Minor,Life,Accident,1,1,9,1500,East,0
CLM104504,20,19.8,6251.26,5187.23,8,0,Major,Auto,Medical,0,1,17,1500,West,0
CLM104505,51,17.8,1796.31,2289.68,6,46,Moderate,Health,Natural,1,3,16,500,North,0
CLM104506,50,6.9,22889.11,6524.85,5,75,Total Loss,Life,Accident,1,3,8,500,North,0
CLM104507,67,8.7,7520.18,3456.17,8,20,Moderate,Health,Theft,1,4,2,2500,East,0
CLM104508,41,13.6,34071.64,3939.19,3,72,Total Loss,Auto,Natural,1,2,14,500,West,0
CLM104509,26,0.8,15663.602460780668,5348.17,5,58,Major,Auto,Medical,1,0,11,2000,Central,1
CLM104510,30,16.5,19969.57,6214.03,2,2,Moderate,Health,Accident,0,4,16,2500,West,0
CLM104511,19,17.7,43092.73,2233.36,4,15,Total Loss,Life,Natural,1,3,5,2000,North,0
CLM104512,24,17.2,16796.8,7747.21,4,67,Total Loss,Health,Natural,0,1,8,500,East,0
CLM104513,65,7.8,9003.46,5167.41,11,25,Total Loss,Life,Medical,1,1,9,500,South,0
CLM104514,38,9.5,13569.1,542.29,13,53,Major,Property,Medical,1,4,2,2500,East,0
CLM104515,36,0.7,12760.7,3617.17,9,12,Total Loss,Life,Theft,1,1,5,1500,Central,0
CLM104516,42,8.3,14185.65,3776.13,6,60,Minor,Property,Theft,1,1,12,1000,Central,0
CLM104517,64,9.5,8187.03509306445,6568.74,13,50,Major,Property,Natural,0,2,13,1000,North,1
CLM104518,39,18.2,18985.27,2788.55,14,82,Total Loss,Health,Medical,1,3,3,500,East,0
CLM104519,28,17.9,3350.57,2984.2,5,26,Major,Property,Natural,1,4,9,2000,South,0
CLM104520,50,19.3,3493.1094194514344,1028.71,8,18,Major,Health,Fire,0,0,18,2500,East,1
CLM104521,49,17.8,15703.65,2626.6,6,9,Minor,Health,Medical,0,0,15,1500,Central,0
CLM104522,38,0.7,6395.10580914997,5877.21,16,90,Total Loss,Auto,Fire,0,3,6,500,East,1
CLM104523,56,13.0,23072.01,5260.68,1,88,Major,Health,Fire,1,0,4,2000,North,0
CLM104524,37,1.8,67566.35938105696,1110.46,15,45,Major,Auto,Medical,1,1,11,500,Central,1
